ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	COGNACY	COGID	SEGMENTS	ALIGNMENT
1666	tocryweep	to cry/weep	Saria	Saria		kjaʔ	k j a ʔ				3501	k j a ʔ	- k j a - - ʔ -
1766	tocryweep	to cry/weep	Chayangtajo	Chayangtajo		ʧap	tʃ a p				3501	ʧ a p	- ʧ - a - - p -
1866	tocryweep	to cry/weep	Lasumpatte	Lasumpatte		ʧjap	tʃ j a p				3501	ʧ j a p	- ʧ j a - - p -
19	todie	to die	Duhumbi	Duhumbi		i	i				3701	i	i - - -
119	todie	to die	Khispi	Khispi		i	i				3701	i	i - - -
219	todie	to die	Rupa	Rupa		iː	iː				3701	iː	iː - - -
319	todie	to die	Shergaon	Shergaon		iː	iː				3701	iː	iː - - -
419	todie	to die	Rahung	Rahung		iː	iː				3701	iː	iː - - -
523	todie	to die	Khoitam	Khoitam		iː	iː				3701	iː	iː - - -
624	todie	to die	Jerigaon	Jerigaon		iː	iː				3701	iː	iː - - -
723	todie	to die	Khoina	Khoina		iː	iː				3701	iː	iː - - -
824	todie	to die	Dikhyang	Dikhyang		iː	iː				3701	iː	iː - - -
922	todie	to die	Singchung	Singchung		i-da	i + d a				3701	i d a	i d a -
1011	todie	to die	Wangho	Wangho		iⁱ	iⁱ/i				3701	iⁱ	iⁱ - - -
1102	todie	to die	Bichom	Bichom		i-pʰa	i + pʰ a				3701	i pʰ a	i pʰ a -
1191	todie	to die	Kaspi	Kaspi		i-dən	i + d ə n				3701	i d ə n	i d ə n
1280	todie	to die	Namphri	Namphri		i-dun	i + d u n				3701	i d u n	i d u n
1370	todie	to die	Bulu	Bulu		iː	iː				3701	iː	iː - - -
1470	todie	to die	Kojo_Rojo	Kojo Rojo		iː	iː				3701	iː	iː - - -
1570	todie	to die	Rawa	Rawa		iː	iː				3701	iː	iː - - -
1667	todie	to die	Saria	Saria		iː	iː				3701	iː	iː - - -
1767	todie	to die	Chayangtajo	Chayangtajo		iː	iː				3701	iː	iː - - -
1867	todie	to die	Lasumpatte	Lasumpatte		iː	iː				3701	iː	iː - - -
20	todomake	to do/make	Duhumbi	Duhumbi		le	l e				3901	l e	l - e - - - - - -
120	todomake	to do/make	Khispi	Khispi		li	l i				3901	l i	l - i - - - - - -
220	todomake	to do/make	Rupa	Rupa		ra	r a				3901	r a	r - a - - - - - -
320	todomake	to do/make	Shergaon	Shergaon		ra	r a				3901	r a	r - a - - - - - -
420	todomake	to do/make	Rahung	Rahung		rɛ ~ ra	r ɛ				3901	rɛ ~ ra	rɛ - ~ - ra - - - -
421	todomake	to do/make	Rahung	Rahung		rɛ ~ ra	r a				3901	rɛ ~ ra	rɛ - ~ - ra - - - -
524	todomake	to do/make	Khoitam	Khoitam		rɛ	r ɛ				3901	r ɛ	r - ɛ - - - - - -
625	todomake	to do/make	Jerigaon	Jerigaon		ra	r a				3901	r a	r - a - - - - - -
724	todomake	to do/make	Khoina	Khoina		ra	r a				3901	r a	r - a - - - - - -
825	todomake	to do/make	Dikhyang	Dikhyang		rjɛt	r j ɛ t				3901	r j ɛ t	r j ɛ - t - - - -
923	todomake	to do/make	Singchung	Singchung		ret-ma-ge	r e t + m a + g e				3901	r e t m a g e	r - e - t m a g e
1012	todomake	to do/make	Wangho	Wangho		ret	r e t				3901	r e t	r - e - t - - - -
1103	todomake	to do/make	Bichom	Bichom		reʔ-pʰa	r e ʔ + pʰ a				3901	r e ʔ pʰ a	r - e ʔ pʰ - a - -
1192	todomake	to do/make	Kaspi	Kaspi		reⁱ-pʰa	r eⁱ/e + pʰ a				3901	r eⁱ pʰ a	r - eⁱ - pʰ - a - -
1281	todomake	to do/make	Namphri	Namphri		ɾap-pʰa	ɾ a p + pʰ a				3901	ɾ a p pʰ a	ɾ - a p pʰ - a - -
1371	todomake	to do/make	Bulu	Bulu		ʦaʔ	ts a ʔ				3902	ʦ a ʔ	ʦ a ʔ
1471	todomake	to do/make	Kojo_Rojo	Kojo Rojo		ʒou	ʒ ou				3903	ʒ ou	ʒ ou
1571	todomake	to do/make	Rawa	Rawa		kat	k a t				3904	k a t	k a t
1668	todomake	to do/make	Saria	Saria		kaiʔ	k ai ʔ				3904	k ai ʔ	k ai ʔ
1768	todomake	to do/make	Chayangtajo	Chayangtajo		kaiʔ	k ai ʔ				3904	k ai ʔ	k ai ʔ
1868	todomake	to do/make	Lasumpatte	Lasumpatte		kaiʔ	k ai ʔ				3904	k ai ʔ	k ai ʔ
34	tofly	to fly	Duhumbi	Duhumbi		ɕɛɹ	ɕ ɛ ɹ				6701	ɕ ɛ ɹ	- ɕ ɛ ɹ
134	tofly	to fly	Khispi	Khispi		ɕɛl	ɕ ɛ l				6701	ɕ ɛ l	- ɕ ɛ l
234	tofly	to fly	Rupa	Rupa		ʨʰan	tɕʰ a n				6701	ʨʰ a n	- ʨʰ a n
334	tofly	to fly	Shergaon	Shergaon		ʨʰan	tɕʰ a n				6701	ʨʰ a n	- ʨʰ a n
435	tofly	to fly	Rahung	Rahung		ʨʰɛm	tɕʰ ɛ m				6701	ʨʰ ɛ m	- ʨʰ ɛ m
538	tofly	to fly	Khoitam	Khoitam		ʨʰan	tɕʰ a n				6701	ʨʰ a n	- ʨʰ a n
639	tofly	to fly	Jerigaon	Jerigaon		ʨʰɛn	tɕʰ ɛ n				6701	ʨʰ ɛ n	- ʨʰ ɛ n
738	tofly	to fly	Khoina	Khoina		ʦʰɛn	tsʰ ɛ n				6701	ʦʰ ɛ n	- ʦʰ ɛ n
841	tofly	to fly	Dikhyang	Dikhyang		mə-ʦo	m ə + ts o				6702	m ə ʦ o	m ə ʦ o
937	tofly	to fly	Singchung	Singchung		kʰe-ma-ge	kʰ e + m a + g e				6703	kʰ e m a g e	kʰ - e m - a g e
1026	tofly	to fly	Wangho	Wangho		kʰeⁱ	kʰ eⁱ/e				6703	kʰ eⁱ	kʰ - eⁱ - - - - -
1117	tofly	to fly	Bichom	Bichom		kʰeⁱ	kʰ eⁱ/e				6703	kʰ eⁱ	kʰ - eⁱ - - - - -
1206	tofly	to fly	Kaspi	Kaspi		kʰeŋ-pʰa	kʰ e ŋ + pʰ a				6703	kʰ e ŋ pʰ a	kʰ - e ŋ pʰ a - -
1295	tofly	to fly	Namphri	Namphri		kʰeⁱ-pʰa	kʰ eⁱ/e + pʰ a				6703	kʰ eⁱ pʰ a	kʰ - eⁱ - pʰ a - -
1385	tofly	to fly	Bulu	Bulu		kiː	k iː				6703	k iː	k - iː - - - - -
1485	tofly	to fly	Kojo_Rojo	Kojo Rojo		kɹei	k ɹ ei				6703	k ɹ ei	k ɹ ei - - - - -
1585	tofly	to fly	Rawa	Rawa		kei	k ei				6703	k ei	k - ei - - - - -
1682	tofly	to fly	Saria	Saria		piʔ	p i ʔ				6701	p i ʔ	p - i ʔ
1782	tofly	to fly	Chayangtajo	Chayangtajo		pjeʔ	p j e ʔ				6701	p j e ʔ	p j e ʔ
1882	tofly	to fly	Lasumpatte	Lasumpatte		pjiʔ	p j i ʔ				6701	p j i ʔ	p j i ʔ
36	togive	to give	Duhumbi	Duhumbi		ɕi	ɕ i				7101	ɕ i	ɕ - i - - - -
136	togive	to give	Khispi	Khispi		ɕi	ɕ i				7101	ɕ i	ɕ - i - - - -
236	togive	to give	Rupa	Rupa		ʨʰi	tɕʰ i				7101	ʨʰ i	ʨʰ - i - - - -
336	togive	to give	Shergaon	Shergaon		kʰji	kʰ j i				7101	kʰ j i	kʰ j i - - - -
437	togive	to give	Rahung	Rahung		ʨʰi	tɕʰ i				7101	ʨʰ i	ʨʰ - i - - - -
540	togive	to give	Khoitam	Khoitam		ʨʰi	tɕʰ i				7101	ʨʰ i	ʨʰ - i - - - -
641	togive	to give	Jerigaon	Jerigaon		ʨʰi	tɕʰ i				7101	ʨʰ i	ʨʰ - i - - - -
740	togive	to give	Khoina	Khoina		ʦʰi	tsʰ i				7101	ʦʰ i	ʦʰ - i - - - -
843	togive	to give	Dikhyang	Dikhyang		pʰi	pʰ i				7101	pʰ i	pʰ - i - - - -
939	togive	to give	Singchung	Singchung		pʰi-mage	pʰ i + m a g e				7101	pʰ i m a g e	pʰ - i m a g e
1028	togive	to give	Wangho	Wangho		pʰi	pʰ i				7101	pʰ i	pʰ - i - - - -
1119	togive	to give	Bichom	Bichom		pʰi-pʰa	pʰ i + pʰ a				7101	pʰ i pʰ a	pʰ - i pʰ a - -
1208	togive	to give	Kaspi	Kaspi		pʰi-pʰa	pʰ i + pʰ a				7101	pʰ i pʰ a	pʰ - i pʰ a - -
1297	togive	to give	Namphri	Namphri		pʰi	pʰ i				7101	pʰ i	pʰ - i - - - -
1387	togive	to give	Bulu	Bulu		taN	t a N/ɴ				7102	t a N	t a N
1487	togive	to give	Kojo_Rojo	Kojo Rojo		taŋ	t a ŋ				7102	t a ŋ	t a ŋ
1587	togive	to give	Rawa	Rawa		taʔ	t a ʔ				7102	t a ʔ	t a ʔ
1684	togive	to give	Saria	Saria		taŋ	t a ŋ				7102	t a ŋ	t a ŋ
1784	togive	to give	Chayangtajo	Chayangtajo		taŋ	t a ŋ				7102	t a ŋ	t a ŋ
1884	togive	to give	Lasumpatte	Lasumpatte		taŋ	t a ŋ				7102	t a ŋ	t a ŋ
37	togo	to go	Duhumbi	Duhumbi		wa	w a				7301	w a	- - w a - -
137	togo	to go	Khispi	Khispi		wa	w a				7301	w a	- - w a - -
237	togo	to go	Rupa	Rupa		rɔ	r ɔ				7302	r ɔ	r ɔ
337	togo	to go	Shergaon	Shergaon		ro	r o				7302	r o	r o
438	togo	to go	Rahung	Rahung		rɔ	r ɔ				7302	r ɔ	r ɔ
541	togo	to go	Khoitam	Khoitam		rɔ	r ɔ				7302	r ɔ	r ɔ
642	togo	to go	Jerigaon	Jerigaon		rɔ	r ɔ				7302	r ɔ	r ɔ
741	togo	to go	Khoina	Khoina		rɔ	r ɔ				7302	r ɔ	r ɔ
844	togo	to go	Dikhyang	Dikhyang		wuə	w uə				7301	w uə	- - w uə - -
940	togo	to go	Singchung	Singchung		lua	l ua				7303	l ua	l ua
1029	togo	to go	Wangho	Wangho		və-wa	v ə + w a				7301	v ə w a	v ə w a - -
1120	togo	to go	Bichom	Bichom		tʰe-vəə	tʰ e + v əː				7301	tʰ e v əə	tʰ e v əə - -
1209	togo	to go	Kaspi	Kaspi		dun	d u n				7304	d u n	d u n
1298	togo	to go	Namphri	Namphri		vəo-pʰa	v əo + pʰ a				7301	v əo pʰ a	- - v əo pʰ a
1388	togo	to go	Bulu	Bulu		vuː	v uː				7301	v uː	- - v uː - -
1488	togo	to go	Kojo_Rojo	Kojo Rojo		wuː	w uː				7301	w uː	- - w uː - -
1588	togo	to go	Rawa	Rawa		woː	w oː				7301	w oː	- - w oː - -
1685	togo	to go	Saria	Saria		uː	uː				7301	uː	- - - uː - -
1785	togo	to go	Chayangtajo	Chayangtajo		uː	uː				7301	uː	- - - uː - -
1885	togo	to go	Lasumpatte	Lasumpatte		uː	uː				7301	uː	- - - uː - -
42	tohear	to hear	Duhumbi	Duhumbi		ʥas	dʑ a s				8301	ʥ a s	ʥ a s
142	tohear	to hear	Khispi	Khispi		kʰa la	kʰ a + l a				8302	kʰa la	kʰa la
242	tohear	to hear	Rupa	Rupa		jɔ	j ɔ				8303	j ɔ	j ɔ - -
342	tohear	to hear	Shergaon	Shergaon		jo	j o				8303	j o	j o - -
443	tohear	to hear	Rahung	Rahung		jɔ̃	j ɔ̃				8303	j ɔ̃	j ɔ̃ - -
546	tohear	to hear	Khoitam	Khoitam		jɔ̃	j ɔ̃				8303	j ɔ̃	j ɔ̃ - -
647	tohear	to hear	Jerigaon	Jerigaon		jɔ̃	j ɔ̃				8303	j ɔ̃	j ɔ̃ - -
746	tohear	to hear	Khoina	Khoina		jɔ̃	j ɔ̃				8303	j ɔ̃	j ɔ̃ - -
849	tohear	to hear	Dikhyang	Dikhyang		jɔi	j ɔi				8303	j ɔi	j ɔi - -
944	tohear	to hear	Singchung	Singchung		nu va-ma-ge	n u + v a + m a + g e				8304	nu va-ma-ge	nu - - va-ma-ge -
1033	tohear	to hear	Wangho	Wangho		nū-a	n ū/u + a				8304	n ū a	n ū a - -
1124	tohear	to hear	Bichom	Bichom		joⁱ-pʰa	j oⁱ/o + pʰ a				8303	j oⁱ pʰ a	j oⁱ pʰ a
1213	tohear	to hear	Kaspi	Kaspi		nu-a-pʰa	n u + a + pʰ a				8304	n u a pʰ a	n u a pʰ a
1302	tohear	to hear	Namphri	Namphri		joⁱ	j oⁱ/o				8303	j oⁱ	j oⁱ - -
1393	tohear	to hear	Bulu	Bulu		nɨŋ	n ɨ ŋ				8304	n ɨ ŋ	n ɨ - ŋ -
1493	tohear	to hear	Kojo_Rojo	Kojo Rojo		nuŋ	n u ŋ				8304	n u ŋ	n u - ŋ -
1592	tohear	to hear	Rawa	Rawa		noŋ	n o ŋ				8304	n o ŋ	n o - ŋ -
1690	tohear	to hear	Saria	Saria		roŋ	r o ŋ				8304	r o ŋ	r o - ŋ -
1790	tohear	to hear	Chayangtajo	Chayangtajo		roŋ	r o ŋ				8304	r o ŋ	r o - ŋ -
1890	tohear	to hear	Lasumpatte	Lasumpatte		roŋ	r o ŋ				8304	r o ŋ	r o - ŋ -
44	tohide	to hide	Duhumbi	Duhumbi		uk	u k				8701	u k	- - u k -
144	tohide	to hide	Khispi	Khispi		uk	u k				8701	u k	- - u k -
244	tohide	to hide	Rupa	Rupa		uk	u k				8701	u k	- - u k -
344	tohide	to hide	Shergaon	Shergaon		uk	u k				8701	u k	- - u k -
445	tohide	to hide	Rahung	Rahung		uk	u k				8701	u k	- - u k -
548	tohide	to hide	Khoitam	Khoitam		uk	u k				8701	u k	- - u k -
649	tohide	to hide	Jerigaon	Jerigaon		uk	u k				8701	u k	- - u k -
748	tohide	to hide	Khoina	Khoina		uk	u k				8701	u k	- - u k -
851	tohide	to hide	Dikhyang	Dikhyang		uk	u k				8701	u k	- - u k -
1395	tohide	to hide	Bulu	Bulu		uʔ	u ʔ				8701	u ʔ	- - u ʔ -
1495	tohide	to hide	Kojo_Rojo	Kojo Rojo		ɨʔ	ɨ ʔ				8701	ɨ ʔ	- - ɨ ʔ -
1594	tohide	to hide	Rawa	Rawa		əə	əː				8701	əə	- - əə - -
1692	tohide	to hide	Saria	Saria		rjaŋ-əː	r j a ŋ + əː				8701	r j a ŋ əː	r j a ŋ əː
1792	tohide	to hide	Chayangtajo	Chayangtajo		rou-gəə	r ou + g əː				8702	r ou g əə	r ou g əə
1892	tohide	to hide	Lasumpatte	Lasumpatte		rou-gəə	r ou + g əː				8702	r ou g əə	r ou g əə
45	tokill	to kill	Duhumbi	Duhumbi		at	a t				8901	a t	- a t - - -
145	tokill	to kill	Khispi	Khispi		at	a t				8901	a t	- a t - - -
245	tokill	to kill	Rupa	Rupa		ɔ	ɔ				8901	ɔ	- ɔ - - - -
345	tokill	to kill	Shergaon	Shergaon		o	o				8901	o	- o - - - -
446	tokill	to kill	Rahung	Rahung		ɔ	ɔ				8901	ɔ	- ɔ - - - -
549	tokill	to kill	Khoitam	Khoitam		ɔ	ɔ				8901	ɔ	- ɔ - - - -
650	tokill	to kill	Jerigaon	Jerigaon		ɔ	ɔ				8901	ɔ	- ɔ - - - -
749	tokill	to kill	Khoina	Khoina		ɔ	ɔ				8901	ɔ	- ɔ - - - -
852	tokill	to kill	Dikhyang	Dikhyang		uːə	uːə				8901	uːə	- uːə - - - -
946	tokill	to kill	Singchung	Singchung		wa-ma-ge	w a + m a + g e				8901	w a m a g e	w a m a g e
1035	tokill	to kill	Wangho	Wangho		ua	ua				8901	ua	- ua - - - -
1126	tokill	to kill	Bichom	Bichom		ua-pʰa	u a + pʰ a				8901	ua pʰ a	- ua pʰ a - -
1215	tokill	to kill	Kaspi	Kaspi		ua-pʰa	u a + pʰ a				8901	ua pʰ a	- ua pʰ a - -
1304	tokill	to kill	Namphri	Namphri		ua	ua				8901	ua	- ua - - - -
1396	tokill	to kill	Bulu	Bulu		wɛʔ	w ɛ ʔ				8901	w ɛ ʔ	w ɛ ʔ - - -
1496	tokill	to kill	Kojo_Rojo	Kojo Rojo		aiʔ	a i ʔ				8901	ai ʔ	- ai ʔ - - -
1595	tokill	to kill	Rawa	Rawa		at	a t				8901	a t	- a t - - -
1693	tokill	to kill	Saria	Saria		aiʔ	a i ʔ				8901	ai ʔ	- ai ʔ - - -
1793	tokill	to kill	Chayangtajo	Chayangtajo		aiʔ	a i ʔ				8901	ai ʔ	- ai ʔ - - -
1893	tokill	to kill	Lasumpatte	Lasumpatte		aiʔ	a i ʔ				8901	ai ʔ	- ai ʔ - - -
50	toknow	to know	Duhumbi	Duhumbi		dɛn	d ɛ n				9901	d ɛ n	d ɛ n
150	toknow	to know	Khispi	Khispi		dɛn	d ɛ n				9901	d ɛ n	d ɛ n
250	toknow	to know	Rupa	Rupa		dan	d a n				9901	d a n	d a n
350	toknow	to know	Shergaon	Shergaon		dan	d a n				9901	d a n	d a n
451	toknow	to know	Rahung	Rahung		dɛn	d ɛ n				9901	d ɛ n	d ɛ n
554	toknow	to know	Khoitam	Khoitam		dɛn	d ɛ n				9901	d ɛ n	d ɛ n
656	toknow	to know	Jerigaon	Jerigaon		dɛn	d ɛ n				9901	d ɛ n	d ɛ n
754	toknow	to know	Khoina	Khoina		dɛn	d ɛ n				9901	d ɛ n	d ɛ n
857	toknow	to know	Dikhyang	Dikhyang		ĩt	ĩ t				9902	ĩ t	ĩ t - - -
950	toknow	to know	Singchung	Singchung		tʰek-ma-ge	tʰ e k + m a + g e				9903	tʰ e k m a g e	tʰ e k m a g - e
1039	toknow	to know	Wangho	Wangho		īt	ī/i t				9902	ī t	ī t - - -
1130	toknow	to know	Bichom	Bichom		tʰe-jak-pa	tʰ e + j a k + p a				9903	tʰ e j a k p a	tʰ e j - a k p a
1219	toknow	to know	Kaspi	Kaspi		it-pʰat	i t + pʰ a t				9902	i t pʰ a t	i t pʰ a t
1308	toknow	to know	Namphri	Namphri		it-pʰa	i t + pʰ a				9902	i t pʰ a	i t pʰ a -
1401	toknow	to know	Bulu	Bulu		dɛN	d ɛ N/ɴ				9901	d ɛ N	d ɛ N
1501	toknow	to know	Kojo_Rojo	Kojo Rojo		dan	d a n				9901	d a n	d a n
1599	toknow	to know	Rawa	Rawa		dat	d a t				9901	d a t	d a t
1698	toknow	to know	Saria	Saria		daiʔ	d ai ʔ				9901	d ai ʔ	d ai ʔ
1798	toknow	to know	Chayangtajo	Chayangtajo		daiʔ	d ai ʔ				9901	d ai ʔ	d ai ʔ
1898	toknow	to know	Lasumpatte	Lasumpatte		daiʔ	d ai ʔ				9901	d ai ʔ	d ai ʔ
51	tolaugh	to laugh	Duhumbi	Duhumbi		ʑɛj	ʑ ɛ j				10101	ʑ ɛ j	ʑ - ɛ j
151	tolaugh	to laugh	Khispi	Khispi		ʑej	ʑ e j				10101	ʑ e j	ʑ - e j
251	tolaugh	to laugh	Rupa	Rupa		zaː	z aː				10101	z aː	z - aː -
351	tolaugh	to laugh	Shergaon	Shergaon		zaː	z aː				10101	z aː	z - aː -
452	tolaugh	to laugh	Rahung	Rahung		zɛː	z ɛː				10101	z ɛː	z - ɛː -
555	tolaugh	to laugh	Khoitam	Khoitam		zɛː	z ɛː				10101	z ɛː	z - ɛː -
657	tolaugh	to laugh	Jerigaon	Jerigaon		zɛː	z ɛː				10101	z ɛː	z - ɛː -
755	tolaugh	to laugh	Khoina	Khoina		ʐaː	ʐ aː				10101	ʐ aː	ʐ - aː -
858	tolaugh	to laugh	Dikhyang	Dikhyang		sjɔk	s j ɔ k				10102	s j ɔ k	s - - j ɔ k
951	tolaugh	to laugh	Singchung	Singchung		ʧijo	tʃ i j o				10102	ʧ i j o	ʧ i - j o -
1040	tolaugh	to laugh	Wangho	Wangho		ʧijo	tʃ i j o				10102	ʧ i j o	ʧ i - j o -
1131	tolaugh	to laugh	Bichom	Bichom		ʃijaʔ	ʃ i j a ʔ				10102	ʃ i j a ʔ	ʃ i - j a ʔ
1220	tolaugh	to laugh	Kaspi	Kaspi		seʔ	s e ʔ				10102	s e ʔ	s e - - - ʔ
1309	tolaugh	to laugh	Namphri	Namphri		ʃeʔ-pʰa	ʃ e ʔ + pʰ a				10102	ʃ e ʔ pʰ a	ʃ e ʔ pʰ a -
1402	tolaugh	to laugh	Bulu	Bulu		zɛː	z ɛː				10101	z ɛː	z - ɛː -
1502	tolaugh	to laugh	Kojo_Rojo	Kojo Rojo		zjei	z j ei				10101	z j ei	z j ei -
1600	tolaugh	to laugh	Rawa	Rawa		zei	z ei				10101	z ei	z - ei -
1699	tolaugh	to laugh	Saria	Saria		zɛː	z ɛː				10101	z ɛː	z - ɛː -
1799	tolaugh	to laugh	Chayangtajo	Chayangtajo		ruɛ	r uɛ				10103	r uɛ	r uɛ
1899	tolaugh	to laugh	Lasumpatte	Lasumpatte		ruɛ	r uɛ				10103	r uɛ	r uɛ
71	torun	to run	Duhumbi	Duhumbi		dur	d u r				14101	d u r	d u r
171	torun	to run	Khispi	Khispi		dul	d u l				14101	d u l	d u l
271	torun	to run	Rupa	Rupa		ʨʰaː	tɕʰ aː				14102	ʨʰ aː	ʨʰ aː
371	torun	to run	Shergaon	Shergaon		ʨʰaː	tɕʰ aː				14102	ʨʰ aː	ʨʰ aː
472	torun	to run	Rahung	Rahung		ʨɛː	tɕ ɛː				14102	ʨ ɛː	ʨ ɛː
575	torun	to run	Khoitam	Khoitam		riŋ	r i ŋ				14103	r i ŋ	r i ŋ
677	torun	to run	Jerigaon	Jerigaon		lɛ ʔikʰɛn	l ɛ + ʔ i kʰ ɛ n				14104	lɛ ʔikʰɛn	lɛ ʔikʰɛn
775	torun	to run	Khoina	Khoina		ʦʰɔː	tsʰ ɔː				14102	ʦʰ ɔː	ʦʰ ɔː
876	torun	to run	Dikhyang	Dikhyang		ran	r a n				14103	r a n	r a n
1422	torun	to run	Bulu	Bulu		rin	r i n				14103	r i n	r i n
1522	torun	to run	Kojo_Rojo	Kojo Rojo		ren	r e n				14103	r e n	r e n
1620	torun	to run	Rawa	Rawa		rit	r i t				14103	r i t	r i t
1719	torun	to run	Saria	Saria		riʔ	r i ʔ				14103	r i ʔ	r i ʔ
1819	torun	to run	Chayangtajo	Chayangtajo		riʔ	r i ʔ				14103	r i ʔ	r i ʔ
1919	torun	to run	Lasumpatte	Lasumpatte		riʔ	r i ʔ				14103	r i ʔ	r i ʔ
74	tosay	to say	Duhumbi	Duhumbi		in	i n				14701	i n	i n
174	tosay	to say	Khispi	Khispi		in	i n				14701	i n	i n
274	tosay	to say	Rupa	Rupa		am	a m				14701	a m	a m
374	tosay	to say	Shergaon	Shergaon		am	a m				14701	a m	a m
475	tosay	to say	Rahung	Rahung		an	a n				14701	a n	a n
578	tosay	to say	Khoitam	Khoitam		an	a n				14701	a n	a n
680	tosay	to say	Jerigaon	Jerigaon		ɛn	ɛ n				14701	ɛ n	ɛ n
778	tosay	to say	Khoina	Khoina		ɛn	ɛ n				14701	ɛ n	ɛ n
879	tosay	to say	Dikhyang	Dikhyang		jaː	j aː				14702	j aː	j aː - - - -
969	tosay	to say	Singchung	Singchung		je-ma-ge	j e + m a + g e				14702	j e m a g e	j e m a g e
1058	tosay	to say	Wangho	Wangho		je	j e				14702	j e	j e - - - -
1149	tosay	to say	Bichom	Bichom		je-pʰa	j e + pʰ a				14702	j e pʰ a	j e pʰ a - -
1238	tosay	to say	Kaspi	Kaspi		si-pʰa	s i + pʰ a				14703	s i pʰ a	s i pʰ a
1327	tosay	to say	Namphri	Namphri		jo-pʰa	j o + pʰ a				14704	j o pʰ a	j o pʰ a
1425	tosay	to say	Bulu	Bulu		riː	r iː				14705	r iː	r iː
1525	tosay	to say	Kojo_Rojo	Kojo Rojo		rjoː	r j oː				14706	r j oː	r j oː
1623	tosay	to say	Rawa	Rawa		rjoː	r j oː				14706	r j oː	r j oː
1722	tosay	to say	Saria	Saria		jɔː	j ɔː				14704	j ɔː	j ɔː - -
1822	tosay	to say	Chayangtajo	Chayangtajo		luiʔ	l ui ʔ				14707	l ui ʔ	l ui ʔ
1922	tosay	to say	Lasumpatte	Lasumpatte		luiʔ	l ui ʔ				14707	l ui ʔ	l ui ʔ
75	tosee	to see	Duhumbi	Duhumbi		aj	a j				14901	a j	a j
175	tosee	to see	Khispi	Khispi		aj	a j				14901	a j	a j
275	tosee	to see	Rupa	Rupa		ɔː	ɔː				14901	ɔː	ɔː -
375	tosee	to see	Shergaon	Shergaon		ɔː	ɔː				14901	ɔː	ɔː -
476	tosee	to see	Rahung	Rahung		ɔː	ɔː				14901	ɔː	ɔː -
579	tosee	to see	Khoitam	Khoitam		nũː (-ʨʰi)	n ũː				14902	nũː (-ʨʰi)	nũː (-ʨʰi) - -
779	tosee	to see	Khoina	Khoina		nɔ̃ː-ʨʰi	n ɔ̃ː + tɕʰ i				14902	n ɔ̃ː ʨʰ i	n ɔ̃ː ʨʰ i
880	tosee	to see	Dikhyang	Dikhyang		gə-rak	g ə + r a k				14903	g ə r a k	g ə r a k - - - -
970	tosee	to see	Singchung	Singchung		rək-ma-ge	r ə k + m a + g e				14903	r ə k m a g e	- - r ə k m a g e
1059	tosee	to see	Wangho	Wangho		rək	r ə k				14903	r ə k	- - r ə k - - - -
1150	tosee	to see	Bichom	Bichom		rəg	r ə g				14903	r ə g	- - r ə g - - - -
1239	tosee	to see	Kaspi	Kaspi		rek-pʰa	r e k + pʰ a				14903	r e k pʰ a	- - r e k pʰ a - -
1328	tosee	to see	Namphri	Namphri		rək	r ə k				14903	r ə k	- - r ə k - - - -
1426	tosee	to see	Bulu	Bulu		niŋ	n i ŋ				14904	n i ŋ	n - i ŋ
1526	tosee	to see	Kojo_Rojo	Kojo Rojo		njəŋ	n j ə ŋ				14904	n j ə ŋ	n j ə ŋ
1624	tosee	to see	Rawa	Rawa		niŋ	n i ŋ				14904	n i ŋ	n - i ŋ
1723	tosee	to see	Saria	Saria		ɲɨː	ɲ ɨː				14904	ɲ ɨː	ɲ - ɨː -
1823	tosee	to see	Chayangtajo	Chayangtajo		ʤei	dʒ ei				14905	ʤ ei	ʤ ei
1923	tosee	to see	Lasumpatte	Lasumpatte		ʤei	dʒ ei				14905	ʤ ei	ʤ ei
76	tosit	to sit	Duhumbi	Duhumbi		ʥu	dʑ u				15101	ʥ u	ʥ u
176	tosit	to sit	Khispi	Khispi		ʥu	dʑ u				15101	ʥ u	ʥ u
276	tosit	to sit	Rupa	Rupa		ʥau	dʑ au				15101	ʥ au	ʥ au
376	tosit	to sit	Shergaon	Shergaon		ʥau	dʑ au				15101	ʥ au	ʥ au
477	tosit	to sit	Rahung	Rahung		ʥo	dʑ o				15101	ʥ o	ʥ o
580	tosit	to sit	Khoitam	Khoitam		ʥɔː	dʑ ɔː				15101	ʥ ɔː	ʥ ɔː
681	tosit	to sit	Jerigaon	Jerigaon		ʥɔː	dʑ ɔː				15101	ʥ ɔː	ʥ ɔː
780	tosit	to sit	Khoina	Khoina		ʣɔː	dz ɔː				15101	ʣ ɔː	ʣ ɔː
881	tosit	to sit	Dikhyang	Dikhyang		duk	d u k				15102	d u k	d u k - - - -
971	tosit	to sit	Singchung	Singchung		duk-ma	d u k + m a				15102	d u k m a	d u k m a - -
1060	tosit	to sit	Wangho	Wangho		tuk	t u k				15102	t u k	t u k - - - -
1151	tosit	to sit	Bichom	Bichom		duk	d u k				15102	d u k	d u k - - - -
1240	tosit	to sit	Kaspi	Kaspi		dək-mu	d ə k + m u				15102	d ə k m u	d ə k m u - -
1329	tosit	to sit	Namphri	Namphri		duk-ma-ge	d u k + m a + g e				15102	d u k m a g e	d u k m a g e
