ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	COGNACY	COGID	SEGMENTS	ALIGNMENT
1	1sg	1SG	Duhumbi	Duhumbi		ga	g a				101	g a	g a -
101	1sg	1SG	Khispi	Khispi		ga	g a				101	g a	g a -
201	1sg	1SG	Rupa	Rupa		gu	g u				101	g u	g u -
301	1sg	1SG	Shergaon	Shergaon		gu	g u				101	g u	g u -
400	1sg	1SG	Rahung	Rahung		gu	g u				101	g u	g u -
504	1sg	1SG	Khoitam	Khoitam		gu	g u				101	g u	g u -
606	1sg	1SG	Jerigaon	Jerigaon		gu	g u				101	g u	g u -
706	1sg	1SG	Khoina	Khoina		gu	g u				101	g u	g u -
805	1sg	1SG	Dikhyang	Dikhyang		koː	k oː				101	k oː	k oː -
905	1sg	1SG	Singchung	Singchung		go	g o				101	g o	g o -
994	1sg	1SG	Wangho	Wangho		ko	k o				101	k o	k o -
1083	1sg	1SG	Bichom	Bichom		go ~ gu	g o				101	go ~ gu	go ~ gu
1084	1sg	1SG	Bichom	Bichom		go ~ gu	g u				101	go ~ gu	go ~ gu
1174	1sg	1SG	Kaspi	Kaspi		gu	g u				101	g u	g u -
1263	1sg	1SG	Namphri	Namphri		go	g o				101	g o	g o -
1352	1sg	1SG	Bulu	Bulu		guː	g uː				101	g uː	g uː -
1452	1sg	1SG	Kojo_Rojo	Kojo Rojo		go	g o				101	g o	g o -
1552	1sg	1SG	Rawa	Rawa		go	g o				101	g o	g o -
1649	1sg	1SG	Saria	Saria		go	g o				101	g o	g o -
1749	1sg	1SG	Chayangtajo	Chayangtajo		go	g o				101	g o	g o -
1849	1sg	1SG	Lasumpatte	Lasumpatte		go	g o				101	g o	g o -
2	2sg	2SG	Duhumbi	Duhumbi		naŋ	n a ŋ				301	n a ŋ	n a ŋ
102	2sg	2SG	Khispi	Khispi		naŋ	n a ŋ				301	n a ŋ	n a ŋ
202	2sg	2SG	Rupa	Rupa		naŋ	n a ŋ				301	n a ŋ	n a ŋ
302	2sg	2SG	Shergaon	Shergaon		naŋ	n a ŋ				301	n a ŋ	n a ŋ
401	2sg	2SG	Rahung	Rahung		naŋ	n a ŋ				301	n a ŋ	n a ŋ
505	2sg	2SG	Khoitam	Khoitam		naŋ	n a ŋ				301	n a ŋ	n a ŋ
607	2sg	2SG	Jerigaon	Jerigaon		naŋ	n a ŋ				301	n a ŋ	n a ŋ
707	2sg	2SG	Khoina	Khoina		naŋ	n a ŋ				301	n a ŋ	n a ŋ
806	2sg	2SG	Dikhyang	Dikhyang		nɔ̃	n ɔ̃				301	n ɔ̃	n ɔ̃ -
906	2sg	2SG	Singchung	Singchung		no	n o				301	n o	n o -
995	2sg	2SG	Wangho	Wangho		no	n o				301	n o	n o -
1085	2sg	2SG	Bichom	Bichom		no	n o				301	n o	n o -
1175	2sg	2SG	Kaspi	Kaspi		no	n o				301	n o	n o -
1264	2sg	2SG	Namphri	Namphri		no	n o				301	n o	n o -
1353	2sg	2SG	Bulu	Bulu		naː	n aː				301	n aː	n aː -
1453	2sg	2SG	Kojo_Rojo	Kojo Rojo		naŋ	n a ŋ				301	n a ŋ	n a ŋ
1553	2sg	2SG	Rawa	Rawa		na	n a				301	n a	n a -
1650	2sg	2SG	Saria	Saria		na	n a				301	n a	n a -
1750	2sg	2SG	Chayangtajo	Chayangtajo		na	n a				301	n a	n a -
1850	2sg	2SG	Lasumpatte	Lasumpatte		na	n a				301	n a	n a -
3	3sg	3SG	Duhumbi	Duhumbi		wɔj	w ɔ j				501	w ɔ j	- - - - - w ɔ j -
103	3sg	3SG	Khispi	Khispi		wuj	w u j				501	w u j	- - - - - w u j -
203	3sg	3SG	Rupa	Rupa		wa	w a				501	w a	- - - - - w a - -
303	3sg	3SG	Shergaon	Shergaon		wa	w a				501	w a	- - - - - w a - -
402	3sg	3SG	Rahung	Rahung		hɛ ~ ʔɛ	h ɛ				501	hɛ ~ ʔɛ	hɛ ~ ʔɛ - - - - - -
403	3sg	3SG	Rahung	Rahung		hɛ ~ ʔɛ	ʔ ɛ				501	hɛ ~ ʔɛ	hɛ ~ ʔɛ - - - - - -
506	3sg	3SG	Khoitam	Khoitam		wa-ʥi	w a + dʑ i				501	w a ʥ i	- - - - - w a ʥ i
608	3sg	3SG	Jerigaon	Jerigaon		wa	w a				501	w a	- - - - - w a - -
708	3sg	3SG	Khoina	Khoina		laŋ-wa	l a ŋ + w a				501	l a ŋ w a	- - l a ŋ w a - -
807	3sg	3SG	Dikhyang	Dikhyang		oɛ	o ɛ				501	oɛ	- - - oɛ - - - - -
907	3sg	3SG	Singchung	Singchung		oe	oe				501	oe	- - - oe - - - - -
996	3sg	3SG	Wangho	Wangho		we	w e				501	w e	- - - - - w e - -
1086	3sg	3SG	Bichom	Bichom		uwe	u w e				501	u w e	- - - u - w e - -
1176	3sg	3SG	Kaspi	Kaspi		tʰe	tʰ e				502	tʰ e	tʰ e
1265	3sg	3SG	Namphri	Namphri		oe	oe				501	oe	- - - oe - - - - -
1354	3sg	3SG	Bulu	Bulu		vɛː	v ɛː				501	v ɛː	- - - - - v ɛː - -
1454	3sg	3SG	Kojo_Rojo	Kojo Rojo		wai	w ai				501	w ai	- - - - - w ai - -
1554	3sg	3SG	Rawa	Rawa		hoː	h oː				503	h oː	h oː
1651	3sg	3SG	Saria	Saria		waː	w aː				501	w aː	- - - - - w aː - -
1751	3sg	3SG	Chayangtajo	Chayangtajo		wɛː	w ɛː				501	w ɛː	- - - - - w ɛː - -
1851	3sg	3SG	Lasumpatte	Lasumpatte		wɛː	w ɛː				501	w ɛː	- - - - - w ɛː - -
4	ant	ant	Duhumbi	Duhumbi		kʰin-ʨʰɔk	kʰ i n + tɕʰ ɔ k				701	kʰ i n ʨʰ ɔ k	kʰ - i n - ʨʰ - ɔ k
104	ant	ant	Khispi	Khispi		kʰe-ʨʰɔk	kʰ e + tɕʰ ɔ k				701	kʰ e ʨʰ ɔ k	kʰ - e - - ʨʰ - ɔ k
204	ant	ant	Rupa	Rupa		san-ʥɔk	s a n + dʑ ɔ k				701	s a n ʥ ɔ k	s - a n - ʥ - ɔ k
304	ant	ant	Shergaon	Shergaon		san-ʥɔk	s a n + dʑ ɔ k				701	s a n ʥ ɔ k	s - a n - ʥ - ɔ k
404	ant	ant	Rahung	Rahung		saŋ-ʥɔk	s a ŋ + dʑ ɔ k				701	s a ŋ ʥ ɔ k	s - a ŋ - ʥ - ɔ k
507	ant	ant	Khoitam	Khoitam		saŋ-ʥɔk	s a ŋ + dʑ ɔ k				701	s a ŋ ʥ ɔ k	s - a ŋ - ʥ - ɔ k
609	ant	ant	Jerigaon	Jerigaon		san-ʥɔk	s a n + dʑ ɔ k				701	s a n ʥ ɔ k	s - a n - ʥ - ɔ k
709	ant	ant	Khoina	Khoina		ʂan-ʥɔk	ʂ a n + dʑ ɔ k				701	ʂ a n ʥ ɔ k	ʂ - a n - ʥ - ɔ k
808	ant	ant	Dikhyang	Dikhyang		ɕi-ɲiŋ	ɕ i + ɲ i ŋ				702	ɕ i ɲ i ŋ	ɕ i ɲ i ŋ
908	ant	ant	Singchung	Singchung		ʃiŋiŋ	ʃ i ŋ i ŋ				702	ʃ i ŋ i ŋ	ʃ i ŋ i ŋ
997	ant	ant	Wangho	Wangho		ʃiŋiŋ	ʃ i ŋ i ŋ				702	ʃ i ŋ i ŋ	ʃ i ŋ i ŋ
1087	ant	ant	Bichom	Bichom		siiŋ	s iː ŋ				702	s ii ŋ	s ii - - ŋ
1177	ant	ant	Kaspi	Kaspi		ʃiŋiŋ	ʃ i ŋ i ŋ				702	ʃ i ŋ i ŋ	ʃ i ŋ i ŋ
1266	ant	ant	Namphri	Namphri		ʃiŋiŋ	ʃ i ŋ i ŋ				702	ʃ i ŋ i ŋ	ʃ i ŋ i ŋ
1355	ant	ant	Bulu	Bulu		ʤam-ʤuʔ	dʒ a m + dʒ u ʔ				701	ʤ a m ʤ u ʔ	ʤ - a m - ʤ - u ʔ
1455	ant	ant	Kojo_Rojo	Kojo Rojo		gam-gɹu	g a m + g ɹ u				701	g a m g ɹ u	g - a m - g ɹ u -
1555	ant	ant	Rawa	Rawa		ga-mə-gɹoː	g a + m ə + g ɹ oː				701	g a m ə g ɹ oː	g - a m ə g ɹ oː -
1652	ant	ant	Saria	Saria		gɹɛŋ-gɹo	g ɹ ɛ ŋ + g ɹ o				701	g ɹ ɛ ŋ g ɹ o	g ɹ ɛ ŋ - g ɹ o -
1752	ant	ant	Chayangtajo	Chayangtajo		gɹɛŋ-gɹo	g ɹ ɛ ŋ + g ɹ o				701	g ɹ ɛ ŋ g ɹ o	g ɹ ɛ ŋ - g ɹ o -
1852	ant	ant	Lasumpatte	Lasumpatte		gɹɛŋ-gɹo	g ɹ ɛ ŋ + g ɹ o				701	g ɹ ɛ ŋ g ɹ o	g ɹ ɛ ŋ - g ɹ o -
5	armhand	arm/hand	Duhumbi	Duhumbi		hut	h u t				901	h u t	h u t
105	armhand	arm/hand	Khispi	Khispi		hut	h u t				901	h u t	h u t
205	armhand	arm/hand	Rupa	Rupa		ik	i k				902	i k	i k
305	armhand	arm/hand	Shergaon	Shergaon		ik	i k				902	i k	i k
405	armhand	arm/hand	Rahung	Rahung		ik	i k				902	i k	i k
508	armhand	arm/hand	Khoitam	Khoitam		ik	i k				902	i k	i k
610	armhand	arm/hand	Jerigaon	Jerigaon		ik	i k				902	i k	i k
710	armhand	arm/hand	Khoina	Khoina		ik	i k				902	i k	i k
809	armhand	arm/hand	Dikhyang	Dikhyang		wat	w a t				903	w a t	w a t
909	armhand	arm/hand	Singchung	Singchung		wat	w a t				903	w a t	w a t
998	armhand	arm/hand	Wangho	Wangho		wat	w a t				903	w a t	w a t
1088	armhand	arm/hand	Bichom	Bichom		wat	w a t				903	w a t	w a t
1178	armhand	arm/hand	Kaspi	Kaspi		wat	w a t				903	w a t	w a t
1267	armhand	arm/hand	Namphri	Namphri		wat	w a t				903	w a t	w a t
1356	armhand	arm/hand	Bulu	Bulu		geʔ	g e ʔ				904	g e ʔ	g e ʔ
1456	armhand	arm/hand	Kojo_Rojo	Kojo Rojo		geiʔ	g ei ʔ				904	g ei ʔ	g ei ʔ
1556	armhand	arm/hand	Rawa	Rawa		get	g e t				904	g e t	g e t
1653	armhand	arm/hand	Saria	Saria		geiʔ	g ei ʔ				904	g ei ʔ	g ei ʔ
1753	armhand	arm/hand	Chayangtajo	Chayangtajo		geiʔ	g ei ʔ				904	g ei ʔ	g ei ʔ
1853	armhand	arm/hand	Lasumpatte	Lasumpatte		geiʔ	g ei ʔ				904	g ei ʔ	g ei ʔ
6	ash	ash	Duhumbi	Duhumbi		ʨʰu-pʰak	tɕʰ u + pʰ a k				1101	ʨʰ u pʰ a k	ʨʰ u pʰ - a k
106	ash	ash	Khispi	Khispi		ʨʰu-pʰa	tɕʰ u + pʰ a				1101	ʨʰ u pʰ a	ʨʰ u pʰ - a -
206	ash	ash	Rupa	Rupa		ʨʰa-pʰluː	tɕʰ a + pʰ l uː				1101	ʨʰ a pʰ l uː	ʨʰ a pʰ l uː -
306	ash	ash	Shergaon	Shergaon		ʨʰa-pʰuː	tɕʰ a + pʰ uː				1101	ʨʰ a pʰ uː	ʨʰ a pʰ - uː -
406	ash	ash	Rahung	Rahung		ʨʰa-pʰluː	tɕʰ a + pʰ l uː				1101	ʨʰ a pʰ l uː	ʨʰ a pʰ l uː -
509	ash	ash	Khoitam	Khoitam		ʨʰa-pʰluː	tɕʰ a + pʰ l uː				1101	ʨʰ a pʰ l uː	ʨʰ a pʰ l uː -
611	ash	ash	Jerigaon	Jerigaon		ʨʰa-pʰluː	tɕʰ a + pʰ l uː				1101	ʨʰ a pʰ l uː	ʨʰ a pʰ l uː -
711	ash	ash	Khoina	Khoina		ʥɐ-pʰluː	dʑ ɐ + pʰ l uː				1101	ʥ ɐ pʰ l uː	ʥ ɐ pʰ l uː -
810	ash	ash	Dikhyang	Dikhyang		sə-pʰiə	s ə + pʰ iə				1102	s ə pʰ iə	s ə pʰ iə - -
910	ash	ash	Singchung	Singchung		s-pije	s + p i j e				1102	s p i j e	s - p i j e
999	ash	ash	Wangho	Wangho		s-pije	s + p i j e				1102	s p i j e	s - p i j e
1089	ash	ash	Bichom	Bichom		s-pije	s + p i j e				1102	s p i j e	s - p i j e
1179	ash	ash	Kaspi	Kaspi		s-pije	s + p i j e				1102	s p i j e	s - p i j e
1268	ash	ash	Namphri	Namphri		s-pije	s + p i j e				1102	s p i j e	s - p i j e
1357	ash	ash	Bulu	Bulu		pʰa-rəp	pʰ a + r ə p				1103	pʰ a r ə p	pʰ a r ə p
1457	ash	ash	Kojo_Rojo	Kojo Rojo		bə-rəm	b ə + r ə m				1103	b ə r ə m	b ə r ə m
1557	ash	ash	Rawa	Rawa		bai-rəp	b ai + r ə p				1103	b ai r ə p	b ai r ə p
1654	ash	ash	Saria	Saria		bai-rəʔ	b ai + r ə ʔ				1103	b ai r ə ʔ	b ai r ə ʔ
1754	ash	ash	Chayangtajo	Chayangtajo		bɛɛ-rak	b ɛː + r a k				1103	b ɛɛ r a k	b ɛɛ r a k
1854	ash	ash	Lasumpatte	Lasumpatte		bɛɛ-rak	b ɛː + r a k				1103	b ɛɛ r a k	b ɛɛ r a k
7	big	big	Duhumbi	Duhumbi		ɔ-dɔk	ɔ + d ɔ k				1301	ɔ d ɔ k	ɔ d ɔ k
107	big	big	Khispi	Khispi		ɔ-dɔk	ɔ + d ɔ k				1301	ɔ d ɔ k	ɔ d ɔ k
207	big	big	Rupa	Rupa		a-dɔk	a + d ɔ k				1301	a d ɔ k	a d ɔ k
307	big	big	Shergaon	Shergaon		a-dɔk	a + d ɔ k				1301	a d ɔ k	a d ɔ k
407	big	big	Rahung	Rahung		a-dɔk	a + d ɔ k				1301	a d ɔ k	a d ɔ k
510	big	big	Khoitam	Khoitam		a-dɔk	a + d ɔ k				1301	a d ɔ k	a d ɔ k
612	big	big	Jerigaon	Jerigaon		a-dɔk	a + d ɔ k				1301	a d ɔ k	a d ɔ k
712	big	big	Khoina	Khoina		a-dɔk	a + d ɔ k				1301	a d ɔ k	a d ɔ k
811	big	big	Dikhyang	Dikhyang		ə-põː	ə + p õː				1302	ə p õː	ə p õː
911	big	big	Singchung	Singchung		e-boᵘ	e + b oᵘ/o				1302	e b oᵘ	e b oᵘ
1000	big	big	Wangho	Wangho		e-boᵘ	e + b oᵘ/o				1302	e b oᵘ	e b oᵘ
1090	big	big	Bichom	Bichom		boᵘ	b oᵘ/o				1302	b oᵘ	- b oᵘ
1180	big	big	Kaspi	Kaspi		boᵘ	b oᵘ/o				1302	b oᵘ	- b oᵘ
1269	big	big	Namphri	Namphri		boᵘ	b oᵘ/o				1302	b oᵘ	- b oᵘ
1358	big	big	Bulu	Bulu		a-raː	a + r aː				1303	a r aː	a r aː
1458	big	big	Kojo_Rojo	Kojo Rojo		a-rai	a + r ai				1303	a r ai	a r ai
1558	big	big	Rawa	Rawa		a-rai	a + r ai				1303	a r ai	a r ai
1655	big	big	Saria	Saria		toʔ	t o ʔ				1301	t o ʔ	- t o ʔ
1755	big	big	Chayangtajo	Chayangtajo		kəlaː	k ə l aː				1304	k ə l aː	k ə l aː
1855	big	big	Lasumpatte	Lasumpatte		kəlaː	k ə l aː				1304	k ə l aː	k ə l aː
8	bird	bird	Duhumbi	Duhumbi		hwa	w̥ a				1501	h w a	h w a
108	bird	bird	Khispi	Khispi		hwa	w̥ a				1501	h w a	h w a
208	bird	bird	Rupa	Rupa		hu	h u				1501	h u	- h u
308	bird	bird	Shergaon	Shergaon		hu	h u				1501	h u	- h u
408	bird	bird	Rahung	Rahung		hu	h u				1501	h u	- h u
511	bird	bird	Khoitam	Khoitam		hu	h u				1501	h u	- h u
613	bird	bird	Jerigaon	Jerigaon		hu	h u				1501	h u	- h u
713	bird	bird	Khoina	Khoina		fu	f u				1501	f u	- f u
812	bird	bird	Dikhyang	Dikhyang		fuə	f uə				1501	f uə	- f uə
912	bird	bird	Singchung	Singchung		fua	f ua				1501	f ua	- f ua
1001	bird	bird	Wangho	Wangho		fua	f ua				1501	f ua	- f ua
1091	bird	bird	Bichom	Bichom		fua	f ua				1501	f ua	- f ua
1181	bird	bird	Kaspi	Kaspi		fo	f o				1501	f o	- f o
1270	bird	bird	Namphri	Namphri		fua	f ua				1501	f ua	- f ua
1359	bird	bird	Bulu	Bulu		pə-duː	p ə + d uː				1502	p ə d uː	p ə d uː
1459	bird	bird	Kojo_Rojo	Kojo Rojo		pə-doː	p ə + d oː				1502	p ə d oː	p ə d oː
1559	bird	bird	Rawa	Rawa		pə-doː	p ə + d oː				1502	p ə d oː	p ə d oː
1656	bird	bird	Saria	Saria		pə-doː	p ə + d oː				1502	p ə d oː	p ə d oː
1756	bird	bird	Chayangtajo	Chayangtajo		pə-dou	p ə + d ou				1502	p ə d ou	p ə d ou
1856	bird	bird	Lasumpatte	Lasumpatte		pə-dou	p ə + d ou				1502	p ə d ou	p ə d ou
9	bite	bite	Duhumbi	Duhumbi		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
109	bite	bite	Khispi	Khispi		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
209	bite	bite	Rupa	Rupa		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
309	bite	bite	Shergaon	Shergaon		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
409	bite	bite	Rahung	Rahung		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
512	bite	bite	Khoitam	Khoitam		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
614	bite	bite	Jerigaon	Jerigaon		zɛk	z ɛ k				1701	z ɛ k	z ɛ k
813	bite	bite	Dikhyang	Dikhyang		kʰrik	kʰ r i k				1702	kʰ r i k	kʰ r i k
913	bite	bite	Singchung	Singchung		tʰok-mage	tʰ o k + m a g e				1703	tʰ o k m a g e	tʰ o k m a g e
1002	bite	bite	Wangho	Wangho		kʰrik	kʰ r i k				1702	kʰ r i k	kʰ r i k
1092	bite	bite	Bichom	Bichom		tʰok-pʰa	tʰ o k + pʰ a				1703	tʰ o k pʰ a	tʰ o k pʰ a - -
1182	bite	bite	Kaspi	Kaspi		ʧi-pʰa	tʃ i + pʰ a				1704	ʧ i pʰ a	ʧ i pʰ a
1271	bite	bite	Namphri	Namphri		tʰok-pʰa	tʰ o k + pʰ a				1703	tʰ o k pʰ a	tʰ o k pʰ a - -
1360	bite	bite	Bulu	Bulu		tɔʔ	t ɔ ʔ				1703	t ɔ ʔ	t ɔ ʔ - - - -
1460	bite	bite	Kojo_Rojo	Kojo Rojo		tua	t ua				1703	t ua	t ua - - - - -
1560	bite	bite	Rawa	Rawa		tua	t ua				1703	t ua	t ua - - - - -
1657	bite	bite	Saria	Saria		tua	t ua				1703	t ua	t ua - - - - -
1757	bite	bite	Chayangtajo	Chayangtajo		tua	t ua				1703	t ua	t ua - - - - -
1857	bite	bite	Lasumpatte	Lasumpatte		tua	t ua				1703	t ua	t ua - - - - -
10	bitter	bitter	Duhumbi	Duhumbi		ʨʰak-ba	tɕʰ a k + b a				1901	ʨʰ a k b a	- ʨʰ - a k b a
110	bitter	bitter	Khispi	Khispi		ʨʰak-ba	tɕʰ a k + b a				1901	ʨʰ a k b a	- ʨʰ - a k b a
210	bitter	bitter	Rupa	Rupa		ʨʰɐk	tɕʰ ɐ k				1901	ʨʰ ɐ k	- ʨʰ - ɐ k - -
310	bitter	bitter	Shergaon	Shergaon		a-ʨʰak	a + tɕʰ a k				1901	a ʨʰ a k	a ʨʰ - a k - -
410	bitter	bitter	Rahung	Rahung		ʨʰak	tɕʰ a k				1901	ʨʰ a k	- ʨʰ - a k - -
513	bitter	bitter	Khoitam	Khoitam		ʨʰak	tɕʰ a k				1901	ʨʰ a k	- ʨʰ - a k - -
615	bitter	bitter	Jerigaon	Jerigaon		ʨʰak	tɕʰ a k				1901	ʨʰ a k	- ʨʰ - a k - -
714	bitter	bitter	Khoina	Khoina		a-ʨʰak	a + tɕʰ a k				1901	a ʨʰ a k	a ʨʰ - a k - -
814	bitter	bitter	Dikhyang	Dikhyang		ə-kʰoː	ə + kʰ oː				1902	ə kʰ oː	ə kʰ oː
914	bitter	bitter	Singchung	Singchung		kʰoᵘ	kʰ oᵘ/o				1902	kʰ oᵘ	- kʰ oᵘ
1003	bitter	bitter	Wangho	Wangho		ekʰoᵘ	e kʰ oᵘ/o				1902	e kʰ oᵘ	e kʰ oᵘ
1093	bitter	bitter	Bichom	Bichom		kʰoᵘ	kʰ oᵘ/o				1902	kʰ oᵘ	- kʰ oᵘ
1183	bitter	bitter	Kaspi	Kaspi		kʰoᵘ	kʰ oᵘ/o				1902	kʰ oᵘ	- kʰ oᵘ
1272	bitter	bitter	Namphri	Namphri		e-kʰoᵘ	e + kʰ oᵘ/o				1902	e kʰ oᵘ	e kʰ oᵘ
1361	bitter	bitter	Bulu	Bulu		a-ʧaʔ	a + tʃ a ʔ				1901	a ʧ a ʔ	a ʧ - a ʔ - -
1461	bitter	bitter	Kojo_Rojo	Kojo Rojo		a-ʧuaʔ	a + tʃ ua ʔ				1901	a ʧ ua ʔ	a ʧ - ua ʔ - -
1561	bitter	bitter	Rawa	Rawa		a-ʧaː	a + tʃ aː				1901	a ʧ aː	a ʧ - aː - - -
1658	bitter	bitter	Saria	Saria		a-kjaː	a + k j aː				1901	a k j aː	- - - a k j aː
1758	bitter	bitter	Chayangtajo	Chayangtajo		a-ʧaː	a + tʃ aː				1901	a ʧ aː	a ʧ - aː - - -
1858	bitter	bitter	Lasumpatte	Lasumpatte		a-ʧjaː	a + tʃ j aː				1901	a ʧ j aː	a ʧ j aː - - -
11	black	black	Duhumbi	Duhumbi		u-ʨʰam	u + tɕʰ a m				2101	u ʨʰ a m	u ʨʰ - a m
111	black	black	Khispi	Khispi		u-ʨʰam	u + tɕʰ a m				2101	u ʨʰ a m	u ʨʰ - a m
211	black	black	Rupa	Rupa		a-ʨʰũː	a + tɕʰ ũː				2101	a ʨʰ ũː	a ʨʰ - ũː -
311	black	black	Shergaon	Shergaon		a-ʨʰɔ̃ː	a + tɕʰ ɔ̃ː				2101	a ʨʰ ɔ̃ː	a ʨʰ - ɔ̃ː -
411	black	black	Rahung	Rahung		a-ʨʰũː	a + tɕʰ ũː				2101	a ʨʰ ũː	a ʨʰ - ũː -
514	black	black	Khoitam	Khoitam		a-ʨʰũː	a + tɕʰ ũː				2101	a ʨʰ ũː	a ʨʰ - ũː -
616	black	black	Jerigaon	Jerigaon		a-ʨʰũː	a + tɕʰ ũː				2101	a ʨʰ ũː	a ʨʰ - ũː -
715	black	black	Khoina	Khoina		a-tʂʰũː	a + ʈʂʰ ũː				2101	a t ʂʰ ũː	a t ʂʰ ũː -
815	black	black	Dikhyang	Dikhyang		ə-sai	ə + s ai				2102	ə s ai	ə s ai - - -
915	black	black	Singchung	Singchung		e-saⁱ	e + s aⁱ/ai				2102	e s aⁱ	e s aⁱ - - -
1004	black	black	Wangho	Wangho		e-saⁱ	e + s aⁱ/ai				2102	e s aⁱ	e s aⁱ - - -
1094	black	black	Bichom	Bichom		e-saⁱ/soⁱ	e + s aⁱ/ai				2102	e s aⁱ / s oⁱ	e s aⁱ / s oⁱ
1095	black	black	Bichom	Bichom		e-saⁱ/soⁱ	s oⁱ/o				2102	e s aⁱ / s oⁱ	e s aⁱ / s oⁱ
1184	black	black	Kaspi	Kaspi		soⁱ	s oⁱ/o				2102	s oⁱ	- s oⁱ - - -
1273	black	black	Namphri	Namphri		e-sui	e + s ui				2102	e s ui	e s ui - - -
1362	black	black	Bulu	Bulu		a-hjɛN	a + h j ɛ N/ɴ				2103	a h j ɛ N	a h j ɛ N
1462	black	black	Kojo_Rojo	Kojo Rojo		a-hjeĩ	a + h j eĩ/ẽi				2103	a h j eĩ	a h j eĩ -
1562	black	black	Rawa	Rawa		a-hjɛĩ	a + h j ɛĩ/ɛ̃i				2103	a h j ɛĩ	a h j ɛĩ -
1659	black	black	Saria	Saria		a-hɛ̃	a + h ɛ̃				2103	a h ɛ̃	a h - ɛ̃ -
1759	black	black	Chayangtajo	Chayangtajo		a-hjɛ̃	a + h j ɛ̃				2103	a h j ɛ̃	a h j ɛ̃ -
1859	black	black	Lasumpatte	Lasumpatte		a-hjɛ̃	a + h j ɛ̃				2103	a h j ɛ̃	a h j ɛ̃ -
12	blood	blood	Duhumbi	Duhumbi		hɔj	h ɔ j				2301	h ɔ j	- - h ɔ j
112	blood	blood	Khispi	Khispi		hɔj	h ɔ j				2301	h ɔ j	- - h ɔ j
212	blood	blood	Rupa	Rupa		haː	h aː				2301	h aː	- - h aː -
312	blood	blood	Shergaon	Shergaon		haː	h aː				2301	h aː	- - h aː -
412	blood	blood	Rahung	Rahung		hɛː	h ɛː				2301	h ɛː	- - h ɛː -
515	blood	blood	Khoitam	Khoitam		hɛː	h ɛː				2301	h ɛː	- - h ɛː -
617	blood	blood	Jerigaon	Jerigaon		hɛː	h ɛː				2301	h ɛː	- - h ɛː -
716	blood	blood	Khoina	Khoina		xaː	x aː				2301	x aː	- - x aː -
816	blood	blood	Dikhyang	Dikhyang		ə-fuɛ	ə + f uɛ				2301	ə f uɛ	- ə f uɛ -
916	blood	blood	Singchung	Singchung		e-fua	e + f ua				2301	e f ua	- e f ua -
1005	blood	blood	Wangho	Wangho		e-fua	e + f ua				2301	e f ua	- e f ua -
1096	blood	blood	Bichom	Bichom		e-fua	e + f ua				2301	e f ua	- e f ua -
1185	blood	blood	Kaspi	Kaspi		nə-faⁱ	n ə + f aⁱ/ai				2301	n ə f aⁱ	n ə f aⁱ -
1274	blood	blood	Namphri	Namphri		mə-faⁱ	m ə + f aⁱ/ai				2301	m ə f aⁱ	m ə f aⁱ -
1363	blood	blood	Bulu	Bulu		a-hui	a + h ui				2301	a h ui	- a h ui -
1463	blood	blood	Kojo_Rojo	Kojo Rojo		a-fui	a + f ui				2301	a f ui	- a f ui -
1563	blood	blood	Rawa	Rawa		fui	f ui				2301	f ui	- - f ui -
1660	blood	blood	Saria	Saria		hue	h ue				2301	h ue	- - h ue -
1760	blood	blood	Chayangtajo	Chayangtajo		hue	h ue				2301	h ue	- - h ue -
1860	blood	blood	Lasumpatte	Lasumpatte		hue	h ue				2301	h ue	- - h ue -
13	bone	bone	Duhumbi	Duhumbi		ɕa-kʰus	ɕ a + kʰ u s				2501	ɕ a kʰ u s	- ɕ a kʰ u s
113	bone	bone	Khispi	Khispi		ɕa-kʰus	ɕ a + kʰ u s				2501	ɕ a kʰ u s	- ɕ a kʰ u s
213	bone	bone	Rupa	Rupa		s-kik	s + k i k				2501	s k i k	- s - k i k
313	bone	bone	Shergaon	Shergaon		s-kit	s + k i t				2501	s k i t	- s - k i t
413	bone	bone	Rahung	Rahung		s-kik	s + k i k				2501	s k i k	- s - k i k
516	bone	bone	Khoitam	Khoitam		sə-kik ~ s-kik	s ə + k i k				2501	sə-kik ~ s-kik	- sə-kik - - ~ s-kik
517	bone	bone	Khoitam	Khoitam		sə-kik ~ s-kik	s + k i k				2501	sə-kik ~ s-kik	- sə-kik - - ~ s-kik
618	bone	bone	Jerigaon	Jerigaon		i-hik	i + h i k				2501	i h i k	i h - - i k
717	bone	bone	Khoina	Khoina		a-xyk	a + x y k				2501	a x y k	a x - - y k
817	bone	bone	Dikhyang	Dikhyang		ə-sɛŋ ~ ə-zɛŋ	ə + s ɛ ŋ				2502	ə-sɛŋ ~ ə-zɛŋ	- ə-sɛŋ ~ ə-zɛŋ -
